file_name,source_path,relative_path,source_dir,suggested_label_cn,suggested_label_en,text_sample,normalized_text_sample,title_block_drawing_number,title_block_part_name,title_block_material,title_block_scale,title_block_sheet,title_block_date,title_block_weight,title_block_company,title_block_projection,title_block_revision,review_drawing_number,review_part_name,review_material,review_scale,review_sheet,review_date,review_weight,review_company,review_projection,review_revision,dimensions_count,dimensions_sample,layers_count,hatches_count,reviewer_label_cn,reviewer_label_en,review_status,review_notes,preview_path
三视图投影示例.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图投影示例.dxf,CAD机械零件图纸127个/15/三视图投影示例.dwg,机械CAD图纸,三视图,,,,,,,,,,,,,,,,,,,,,,,,0,,2,3,,,pending,,
2-9机械制图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-9机械制图.dxf,CAD机械零件图纸127个/2/2-9机械制图.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,22,linear:12.80 | linear:63.09 | linear:14.88 | linear:31.80 | linear:20.80,6,0,,,pending,,
压板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/压板.dxf,夹具设计/CAD2007/压板.dwg,机械CAD图纸,板类,,A | A | A-A,a | a | a-a,,,,,,,,,,,,,,,,,,,,,11,linear:{M12}{}{} | linear:70.00 | linear:15.00 | linear:5.00 | radial:0.50,19,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=板类-压板,
机械制图73.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图73.dxf,CAD机械零件图纸127个/13/机械制图73.dwg,机械CAD图纸,机械制图,,\M+5B9A4\M+5D2D5\M+5BCEC\M+5B2E9 | \M+5CECF\M+5C2D6 | QBG421-3102 | \M+5B8FC\M+5B8C4\M+5C4DA\M+5C8DD\M+5BBF2\M+5D2C0\M+5BEDD | \M+5B1EA\M+5BCC7 | \M+5C8D5\M+5C6DA | \M+5B8FC\M+5B8C4\M+5C8CB | \M+5C...,\m+5b9a4\m+5d2d5\m+5bcec\m+5b2e9 | \m+5cecf\m+5c2d6 | qbg421-3102 | \m+5b8fc\m+5b8c4\m+5c4da\m+5c8dd\m+5bbf2\m+5d2c0\m+5bedd | \m+5b1ea\m+5bcc7 | \m+5c8d5\m+5c6da | \m+5b8fc\m+5b8c4\m+5c8cb | \m+5c...,,,,,,,,,,,,,,,,,,,,,13,linear:<>h9 | linear:<>X1 | linear:128.00 | linear:2x1 | radial:R24.8,6,1,,,pending,,
4.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/4.dxf,4.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,4,linear:20.00 | radial:15.00 | linear:7.00 | radial:10.00,5,0,,,pending,,
站架三视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/站架三视图.dxf,夹具图纸、装配图纸/站架三视图.dwg,机械CAD图纸,站架三视图,,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | C | B | A | C | B | D | A | 1 | 2 | 3 | 4 | 1 | 2 |...,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | c | b | a | c | b | d | a | 1 | 2 | 3 | 4 | 1 | 2 |...,,,科学与工程学院,,,,,,,,,,,,,,,,,,22,linear:210 | linear:240 | linear:75.00 | radial:20.00 | radial:12.00,6,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
机械制图22.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图22.dxf,CAD机械零件图纸127个/4/机械制图22.dwg,机械CAD图纸,机械制图,,18 | R7 | R7,18 | r7 | r7,,,,,,,,,,,,,,,,,,,,,14,radial:30.00 | radial:25.00 | radial:47.00 | radial:6.57 | radial:12.18,4,0,,,pending,,
机械制图72.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图72.dxf,CAD机械零件图纸127个/13/机械制图72.dwg,机械CAD图纸,机械制图,,\M+5C0E2\M+5B1DF\M+5B5B9\M+5B6DB0.5x45°\M+5A3AC\M+5CEB4\M+5D7A2\M+5C3F7\M+5B5B9\M+5BDC71x45°\M+5A1A3 | 3.2 | 3.2 | \M+5C6E4\M+5D3E0 | \M+5B8FC\M+5B8C4\M+5C8CB | \M+5B8FC\M+5B8C4\M+5C4DA\M+5C8DD\M+5...,\m+5c0e2\m+5b1df\m+5b5b9\m+5b6db0.5x45°\m+5a3ac\m+5ceb4\m+5d7a2\m+5c3f7\m+5b5b9\m+5bdc71x45°\m+5a1a3 | 3.2 | 3.2 | \m+5c6e4\m+5d3e0 | \m+5b8fc\m+5b8c4\m+5c8cb | \m+5b8fc\m+5b8c4\m+5c4da\m+5c8dd\m+5...,,,,,,,,,,,,,,,,,,,,,10,linear:33.00 | linear:30.50 | linear:26.00 | linear:42.00 | linear:<>f8,9,1,,,pending,,
底板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/底板.dxf,复杂产品出图/图纸/底板.dwg,机械CAD图纸,底板,,A-A | A | A | 技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,a-a | a | a | 技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,,,,,,,,,,,,,,,,,,,,,29,linear:473.05 | linear:530.88 | linear:612.91 | linear:121.81 | linear:717.88,19,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=板类-底板,
机械制图35.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图35.dxf,CAD机械零件图纸127个/8/机械制图35.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,28,linear:79.34 | radial:10.00 | radial:12.00 | linear:70.96 | linear:29.36,6,0,,,pending,,
机械制图51.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图51.dxf,CAD机械零件图纸127个/10/机械制图51.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,3,linear:23.21 | linear:5.85 | linear:9.94,6,0,,,pending,,
71002小立柱油缸装配图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/71002小立柱油缸装配图.dxf,71002小立柱油缸装配图.dwg,机械零件CAD图纸,装配图,,3.2 | 3.2 | 3.2 | 3.2 | A | 12.5 | 12.5 | 12.5 | 12.5 | A | \M+5C9E8\M+5BCC6\M+5D4B1 | \M+5BCEC  \M+5CDBC | \M+5D6F7\M+5C8CE\M+5C9E8\M+5BCC6\M+5CAA6 | \M+5B1EA\M+5D7BC\M+5BBAF\M+5C9F3\M+5B2E9 | \M+...,3.2 | 3.2 | 3.2 | 3.2 | a | 12.5 | 12.5 | 12.5 | 12.5 | a | \m+5c9e8\m+5bcc6\m+5d4b1 | \m+5bcec  \m+5cdbc | \m+5d6f7\m+5c8ce\m+5c9e8\m+5bcc6\m+5caa6 | \m+5b1ea\m+5d7bc\m+5bbaf\m+5c9f3\m+5b2e9 | \m+...,,,,,,,,,,,,,,,,,,,,,33,linear:130.00 | linear:180.00 | linear:16.00 | linear:<> | linear:20.00,12,15,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,
2-2机械平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-2机械平面图.dxf,CAD机械零件图纸127个/2/2-2机械平面图.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC6,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc6,,,,,,,,,,,,,,,,,,,,,25,linear:6.00 | linear:5.00 | linear:3.00 | linear:6.00 | radial:15.00,4,0,,,pending,,
机械制图49.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图49.dxf,CAD机械零件图纸127个/10/机械制图49.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,14,linear:46.11 | linear:70.40 | linear:%%c17 | radial:11.67 | linear:63.58,6,1,,,pending,,
1-3底座视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1-3底座视图.dxf,CAD机械零件图纸127个/1/1-3底座视图.dwg,机械CAD图纸,底座视图,,,,,,,,,,,,,,,,,,,,,,,,11,linear:8.00 | linear:11.00 | linear:9.50 | linear:15.00 | radial:4.50,6,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_13e; manual_final_category=零件图; manual_subcategory=座类-底座,
机械制图23.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图23.dxf,CAD机械零件图纸127个/4/机械制图23.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,20,linear:12.00 | linear:15.00 | radial:86.00 | radial:99.00 | linear:24.00,6,0,,,pending,,
电路图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/电路图.dxf,夹具图纸、装配图纸/电路图.dwg,机械CAD图纸,电路图,,SB1 | SB2 | SQ1 | SQ2 | SQ3 | SQ4 | SQ5 | SQ6 | SQ7 | SQ8 | SQ9 | SQ10 | SQ11 | SQ12 | SQ13 | SQ14 | SQ15 | SQ16 | SQ17 | SQ18 | KM1 | X0 | X1 | X2 | X3 | X4 | X5 | X6 | X7 | X10 | X11 | X12 | X13...,sb1 | sb2 | sq1 | sq2 | sq3 | sq4 | sq5 | sq6 | sq7 | sq8 | sq9 | sq10 | sq11 | sq12 | sq13 | sq14 | sq15 | sq16 | sq17 | sq18 | km1 | x0 | x1 | x2 | x3 | x4 | x5 | x6 | x7 | x10 | x11 | x12 | x13...,,,,,,,,,,,,,,,,,,,,,0,,18,0,原理图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=原理图; manual_subcategory=电路原理图,
夹具二维图(2000).dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具二维图(2000).dxf,夹具设计/夹具二维图(2000).dwg,机械CAD图纸,夹具二维图(,,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \M+5B1B8  \M+5D7A2 | \M+5B1EA      \M+5D7BC | \M+5B2C4\M+5C1CF | \M+5CAFD\M+5C1BF | \M+5C3FB       \M+5B3C6 | \M+5D0F2\M+5BAC5 | \M+5B9A4\M+5BCFE | \M+5D6B8\M...,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \m+5b1b8  \m+5d7a2 | \m+5b1ea      \m+5d7bc | \m+5b2c4\m+5c1cf | \m+5cafd\m+5c1bf | \m+5c3fb       \m+5b3c6 | \m+5d0f2\m+5bac5 | \m+5b9a4\m+5bcfe | \m+5d6b8\m...,,,,,,,,,,,,,,,,,,,,,4,linear:%%C6H7/P6 | linear:%%C6H7/P6 | radial:300.00 | linear:217.00,33,14,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
1200型风送式喷雾机.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1200型风送式喷雾机.dxf,1200型风送式喷雾机/1200型风送式喷雾机.dwg,机械CAD图纸,型风送式喷雾机,,PELECBASETEXT1 | A0 | 技术要求 1、本喷雾机水平射程最大达到40米 2、风叶电动机功率40Kw 3、喷雾所用水泵压力为1.5-3.0Mpa 4、底架采用15号槽钢和150x3等边角钢拼接制作，表面涂红色油漆 | 1 | 喷雾器水泵 | 4 | GB/T7810-1998 | 带座轴承UCP218 | 2 | GB/T6170-2000 | 六角螺母M48 | 2 | 2...,pelecbasetext1 | a0 | 技术要求 1、本喷雾机水平射程最大达到40米 2、风叶电动机功率40kw 3、喷雾所用水泵压力为1.5-3.0mpa 4、底架采用15号槽钢和150x3等边角钢拼接制作，表面涂红色油漆 | 1 | 喷雾器水泵 | 4 | gb/t7810-1998 | 带座轴承ucp218 | 2 | gb/t6170-2000 | 六角螺母m48 | 2 | 2...,,,,,,,,,,,,,,,,,,,,,12,linear:1059.44 | linear:5530.59 | linear:108 | linear:4700.00 | linear:1218.00,47,46,型风送式喷雾机,,confirmed,manual_priority_decision,
盖板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/盖板.dxf,复杂产品出图/图纸/盖板.dwg,机械CAD图纸,盖,,技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,,,,,,,,,,,,,,,,,,,,,38,linear:{2}{}{} | linear:184.37 | linear:834.65 | linear:508.49 | linear:70.63,19,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=盖类,
蜗轮.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/蜗轮.dxf,CAD机械零件图纸127个/蜗杆涡轮/蜗轮.dwg,机械CAD图纸,蜗轮蜗杆,,R14 | Ø46H7 | 4XØ20 EQS | 6XM6 20 | 中间平面模数 | 齿数 | 蜗杆轴向齿形角 | 齿顶高系数 | 顶隙系数 | 轮齿倾斜角 | 轮齿倾斜方向 | 变位系数 | 精度等级 | 分度圆直径 | 全齿高 | 蜗杆类型 | 蜗轮径向综合公差 | 蜗轮齿向综合公差 | 蜗杆齿形公差 | 其余 | 技术要求： | 1、轮缘与轮芯装备后，钻螺栓孔，拧上螺栓后精车和切齿...,r14 | ø46h7 | 4xø20 eqs | 6xm6 20 | 中间平面模数 | 齿数 | 蜗杆轴向齿形角 | 齿顶高系数 | 顶隙系数 | 轮齿倾斜角 | 轮齿倾斜方向 | 变位系数 | 精度等级 | 分度圆直径 | 全齿高 | 蜗杆类型 | 蜗轮径向综合公差 | 蜗轮齿向综合公差 | 蜗杆齿形公差 | 其余 | 技术要求： | 1、轮缘与轮芯装备后，钻螺栓孔，拧上螺栓后精车和切齿...,,,051班,,0540530123,,,,,,,,,,,,,,,,11,linear:100.63%%P0.065 | linear:173.25{\H0.7x;\S0^ -0.052;} | linear:180.25{\H0.7x;\S0^ -0.100;} | radial:35.00 | linear:34%%P0.065,11,5,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=传动件-蜗轮,
机械制图31.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图31.dxf,CAD机械零件图纸127个/5/机械制图31.dwg,机械CAD图纸,机械制图,,R3 | 70\M+5A1E3,r3 | 70\m+5a1e3,,,,,,,,,,,,,,,,,,,,,29,linear:57.25 | radial:3.50 | linear:10.27 | linear:63.61 | linear:12.34,6,0,,,pending,,
A4模板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/A4模板.dxf,"国家标准CAD模板(A0,A1,A2,A3,A4)文件及块/A4模板.dwg",机械CAD图纸,模板,,\M+5C9F3\M+5BACB | \M+5B9A4\M+5D2D5 | \M+5C5FA\M+5D7BC | \M+5BDD7\M+5B6CE\M+5B1EA\M+5BCC7 | \M+5D6D8\M+5C1BF | \M+5B1C8\M+5C0FD | \M+5B1EA\M+5BCC7 | \M+5B4A6\M+5CAFD | \M+5B7D6\M+5C7F8 | \M+5B8FC\M...,\m+5c9f3\m+5bacb | \m+5b9a4\m+5d2d5 | \m+5c5fa\m+5d7bc | \m+5bdd7\m+5b6ce\m+5b1ea\m+5bcc7 | \m+5d6d8\m+5c1bf | \m+5b1c8\m+5c0fd | \m+5b1ea\m+5bcc7 | \m+5b4a6\m+5cafd | \m+5b7d6\m+5c7f8 | \m+5b8fc\m...,,,,,,,,,,,,,,,,,,,,,0,,4,0,模板,,confirmed,manual_priority_decision; manual_priority_pack_13e; manual_final_category=模板; manual_subcategory=图框模板-A4幅面,
机械制图6.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图6.dxf,CAD机械零件图纸127个/3/机械制图6.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,21,linear:51.34 | linear:27.91 | linear:9.48 | linear:16.87 | linear:47.19,4,0,,,pending,,
71001小立柱装配图2.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/71001小立柱装配图2.dxf,71001小立柱装配图2.dwg,机械零件CAD图纸,装配图,,\M+5C9E8\M+5BCC6\M+5D4B1 | \M+5BCEC  \M+5CDBC | \M+5D6F7\M+5C8CE\M+5C9E8\M+5BCC6\M+5CAA6 | \M+5B1EA\M+5D7BC\M+5BBAF\M+5C9F3\M+5B2E9 | \M+5B2FA\M+5C6B7\M+5B9A4\M+5D2D5\M+5CAA6 | \M+5C8D5  \M+5C6DA |...,\m+5c9e8\m+5bcc6\m+5d4b1 | \m+5bcec  \m+5cdbc | \m+5d6f7\m+5c8ce\m+5c9e8\m+5bcc6\m+5caa6 | \m+5b1ea\m+5d7bc\m+5bbaf\m+5c9f3\m+5b2e9 | \m+5b2fa\m+5c6b7\m+5b9a4\m+5d2d5\m+5caa6 | \m+5c8d5  \m+5c6da |...,,,,,,,,,,SA,,,,,,,,,,,54,linear:605 | linear:40.00 | linear:220.00 | linear:310.00 | linear:540,14,35,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,
改箱体右盖123.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/改箱体右盖123.dxf,改箱体右盖123.dwg,蜗杆与箱体,箱体,,A | A | A-A,a | a | a-a,,,,,,,,,,,,,,,,,,,,,9,linear:6{\f宋体|b0|i0|c134|p2;×\ftxt|b0|i0|c134|p2;%%C8} | linear:%%C130 | radial:{\fISOCPEUR|b0|i0|c134|p0;%%C}110 | linear:{\fISOCPEUR|b0|i0|c0|p34;%%C}100 | linear:{%%c<>}{}{},32,4,零件图,,confirmed,manual_priority_decision; manual_priority_pack_13e; manual_final_category=零件图; manual_subcategory=盖类-箱体盖,
蜗杆.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/蜗杆.dxf,老接的/蜗杆.dwg,蜗杆与箱体,蜗杆,,,,,,,,,,,,,,,,,,,,,,,,0,,18,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=传动件-蜗杆,
2004阶梯轴7.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2004阶梯轴7.dxf,2004阶梯轴7.dwg,蜗杆与箱体,阶梯轴,,设计 | 校核 | 审核 | 班级 | 比例 | 1:2 | 共   张 第   张 | 45 | C-C | B-B | A-A | B | B | A | A | D | R0.5 | 4:1 | Ø48 | C | C,设计 | 校核 | 审核 | 班级 | 比例 | 1:2 | 共   张 第   张 | 45 | c-c | b-b | a-a | b | b | a | a | d | r0.5 | 4:1 | ø48 | c | c,,,,1:2,,,,,,,,,,,,,,,,,1,linear:1.60,17,3,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类-阶梯轴,
机械制图32.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图32.dxf,CAD机械零件图纸127个/5/机械制图32.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,29,linear:15.58 | linear:87.91 | linear:37.00 | linear:6.04 | linear:3.68,4,0,,,pending,,
机械制图43.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图43.dxf,CAD机械零件图纸127个/9/机械制图43.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,8,radial:5.71 | radial:3.29 | radial:27.40 | radial:13.04 | linear:4.46,4,0,,,pending,,
ZHITUI.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/ZHITUI.dxf,ZHITUI.DWG,机械零件CAD图纸,支腿,,\M+5D6A7 \M+5CDC8 | 1:15 | A | 325 | B | 1:5 | B\M+5CFF2 | 16-%%C27 | 1:5 | C-C | 8-%%C33 | A\M+5CFF2 | C | C | 1980 | 1980 | 35 | 168 | \M+5BDD7\M+5B6CE%%p\M+5EABCÇ | \M+5B9B2   \M+5D5C5    \M+5B5...,\m+5d6a7 \m+5cdc8 | 1:15 | a | 325 | b | 1:5 | b\m+5cff2 | 16-%%c27 | 1:5 | c-c | 8-%%c33 | a\m+5cff2 | c | c | 1980 | 1980 | 35 | 168 | \m+5bdd7\m+5b6ce%%p\m+5eabcç | \m+5b9b2   \m+5d5c5    \m+5b5...,,,,,,,,,,,,,,,,,,,,,19,linear:4460 | linear:150 | linear:150 | linear: 2630 +1 -1\M+5AFA4 | angular:75%%D,27,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
机械制图28.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图28.dxf,CAD机械零件图纸127个/5/机械制图28.dwg,机械CAD图纸,机械制图,,30,30,,,,,,,,,,,,,,,,,,,,,20,linear:67.74 | linear:52.01 | linear:21.57 | angular:0.43 | linear:4.17,4,0,,,pending,,
JDD00000.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDD00000.dxf,JDD00000.DWG,机械零件CAD图纸,挡板,,\M+5A1F1 | 1 | 105 | 104 | 103 | \M+5A1F1 | 107 | \M+5A1F1 | 106 | \M+5A1F1 | 2 | \M+5A1F1 | 102 | 101 | \M+5A1F1 | 3 | 1 | JDDAOO00 | \M+5D6A7\M+5BCDC | 1 | 2 | JDDOOO01 | \M+5B3DD\M+5C2D6 | 1 | 4...,\m+5a1f1 | 1 | 105 | 104 | 103 | \m+5a1f1 | 107 | \m+5a1f1 | 106 | \m+5a1f1 | 2 | \m+5a1f1 | 102 | 101 | \m+5a1f1 | 3 | 1 | jddaoo00 | \m+5d6a7\m+5bcdc | 1 | 2 | jddooo01 | \m+5b3dd\m+5c2d6 | 1 | 4...,,,,,,,,,,,,,,,,,,,,,4,linear:330 | linear:330 | linear:113 | linear:419,27,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
夹具装配图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具装配图.dxf,夹具图纸、装配图纸/夹具装配图.dwg,机械CAD图纸,装配图,,A1 | 1 | 1 | \M+5B1C8\M+5C0FD | \M+5D6D8\M+5C1BF | 1:1 | \M+5B5DA  \M+5D5C5 | \M+5CDBC\M+5D1F9\M+5B1EA\M+5BCC7 | \M+5BCD0\M+5BEDF\M+5D7B0\M+5C5E4\M+5CDBC | \M+5B9B2  \M+5D5C5 | 1 | \M+5C8D5\M+5C6DA...,a1 | 1 | 1 | \m+5b1c8\m+5c0fd | \m+5d6d8\m+5c1bf | 1:1 | \m+5b5da  \m+5d5c5 | \m+5cdbc\m+5d1f9\m+5b1ea\m+5bcc7 | \m+5bcd0\m+5bedf\m+5d7b0\m+5c5e4\m+5cdbc | \m+5b9b2  \m+5d5c5 | 1 | \m+5c8d5\m+5c6da...,,,,,,,,,,,,,,,,,,,,,0,,35,6,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,
JDA00000.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDA00000.dxf,JDA00000.DWG,机械零件CAD图纸,罩,,\M+5A1F1 | 1 | 4 | 1 | JDAA0000 | \M+5C9CF\M+5BFC7 | 1 | 2 | JDAB0000 | \M+5CFC2\M+5BFC7 | 1 | 3 | JDAC0000 | \M+5D6A7\M+5CDC8 | 2 | 4 | JDA00001 | \M+5B2E5\M+5B0E0 | 1 | Q235-A | 101 | GB93-87 | \...,\m+5a1f1 | 1 | 4 | 1 | jdaa0000 | \m+5c9cf\m+5bfc7 | 1 | 2 | jdab0000 | \m+5cfc2\m+5bfc7 | 1 | 3 | jdac0000 | \m+5d6a7\m+5cdc8 | 2 | 4 | jda00001 | \m+5b2e5\m+5b0e0 | 1 | q235-a | 101 | gb93-87 | \...,,,,,,,,,,,,,,,,,,,,,15,linear:1120 | linear:400 | linear:1000 | radial:R227.5 | radial:R115,27,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
1-2弹簧视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1-2弹簧视图.dxf,CAD机械零件图纸127个/1/1-2弹簧视图.dwg,机械CAD图纸,视图,,,,,,,,,,,,,,,,,,,,,,,,4,linear:%%C44 | linear:{\fTxt|b0|i0|c134|p2;\M+5D3D0\M+5D0A7\M+5C8A6\M+5CAFD}n=8 {\fTxt|b0|i0|c134|p2; \M+5D7D4\M+5D3C9\M+5B3A4\M+5B6C8\H1.154x;H0\H0.8666x;=}88 | radial:4.00 | linear:10.00,6,1,,,pending,,
机械制图20.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图20.dxf,CAD机械零件图纸127个/4/机械制图20.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,13,radial:33.87 | radial:18.75 | linear:32.66 | linear:27.22 | radial:9.07,6,0,,,pending,,
2-1机械平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-1机械平面图.dxf,CAD机械零件图纸127个/2/2-1机械平面图.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC5,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc5,,,,,,,,,,,,,,,,,,,,,23,linear:49.00 | linear:39.00 | linear:56.00 | linear:45.00 | linear:32.00,4,0,,,pending,,
